University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,full_address,location,Latitude,Longitude
Berea College,Berea,KY,Interdenominational,40.13,41.64,63.04,49.603,"Berea College, Berea, KY","Berea College, 1, Chestnut Street, Berea, Madison County, Kentucky, 40403, United States",37.57153635,-84.28979604472684
Amherst College,Amherst,MA,Interdenominational,46.77,44.08,57.77,50.636,"Amherst College, Amherst, MA","Amherst College, Amherst College Service Road A, Amherst, Hampshire County, Massachusetts, 01002, United States",42.3703768,-72.5160691823344
Emerson College,Boston,MA,Interdenominational,74.73,56.59,49.56,61.03,"Emerson College, Boston, MA","Emerson College, Boylston Street, Beacon Hill, Boston, Suffolk County, Massachusetts, 02108, United States",42.3521996,-71.0656808
Gordon College,Wenham,MA,Interdenominational,35.68,43.72,49.92,42.987,"Gordon College, Wenham, MA","Gordon College, 255, Grapevine Road, Wenham Neck, Wenham, Essex County, Massachusetts, 01984, United States",42.5888528,-70.8203006
Smith College,Northampton,MA,Interdenominational,54.82,47.53,52.35,52.375,"Smith College, Northampton, MA","Smith College, Hebert Avenue, Fort Hill Historic District, Northampton, Hampshire County, Massachusetts, 01063, United States",42.31622385,-72.64039315198599
Cornerstone University,Grand Rapids,MI,Interdenominational,41.45,42.58,52.71,46.183,"Cornerstone University, Grand Rapids, MI","Cornerstone University, 1001, East Beltline Avenue Northeast, Grand Rapids, Grand Rapids Charter Township, Kent County, Michigan, 49525, United States",42.98088915,-85.59574235212932
College of the Ozarks,Point Lookout,MO,Interdenominational,35.42,41.96,58.51,45.97,"College of the Ozarks, Point Lookout, MO","College of the Ozarks, 100, Opportunity Avenue, Point Lookout, Taney County, Missouri, 65726, United States",36.617958,-93.23650382366762
Princeton University,Princeton,NJ,Interdenominational,94.79,67.51,62.82,76.542,"Princeton University, Princeton, NJ","Princeton University, Baker Lane, Princeton, Mercer County, New Jersey, 08540, United States",40.33867515,-74.65836549131683
Hamilton College,Clinton,NY,Interdenominational,43.88,44.51,55.96,48.841,"Hamilton College, Clinton, NY","Hamilton College, 198, College Hill Road, Town of Kirkland, Vernon Center, Town of Vernon, Oneida County, New York, 13323, United States",43.0537974,-75.40693894376341
Manhattanville College,Purchase,NY,Interdenominational,33.54,47.37,48.29,42.208,"Manhattanville College, Purchase, NY","Manhattanville College, 2900, Purchase Street, Purchase, Town/Village of Harrison, Westchester County, New York, 10577, United States",41.0313935,-73.7155858
Nazareth University,Rochester,NY,Interdenominational,41.33,48.96,51.52,46.934,"Nazareth University, Rochester, NY","Nazareth University, 4245, East Avenue, City of Rochester, Monroe County, New York, 14618, United States",43.1025786,-77.52006821627872
Montreat College,Montreat,NC,Interdenominational,34.68,39.74,52.03,42.636,"Montreat College, Montreat, NC","Montreat College, Gaither Circle, Montreat, Buncombe County, North Carolina, 28757, United States",35.6459434,-82.2970364
Hiram College,Hiram,OH,Interdenominational,31.74,39.17,48.88,40.086,"Hiram College, Hiram, OH","Hiram College, Hayden Street, Hiram, Portage County, Ohio, 44234, United States",41.3136471,-81.14306812554344
Kenyon College,Gambier,OH,Interdenominational,44.24,43.57,51.68,47.084,"Kenyon College, Gambier, OH","Kenyon College, New Castle Road, Gambier, College Township, Knox County, Ohio, 43022, United States",40.3725696,-82.39427459529426
Lancaster Bible College,Lancaster,PA,Interdenominational,29.98,44.71,49.08,40.569,"Lancaster Bible College, Lancaster, PA","Lancaster Bible College, 901, Eden Road, Roseville, Manheim Township, Lancaster County, Pennsylvania, 17601, United States",40.0752884,-76.28808851521957
Messiah University,Mechanicsburg,PA,Interdenominational,46.3,49.4,49.32,48.128,"Messiah University, Mechanicsburg, PA","Messiah University Graduate School, 401, East Winding Hill Road, Park Hills West, Winding Hill, Mechanicsburg, Cumberland County, Pennsylvania, 17055, United States",40.19369145,-76.97605268396879
Johnson & Wales University-Providence,Providence,RI,Interdenominational,60.33,37.79,52.35,52.632,"Johnson & Wales University-Providence, Providence, RI","Johnson and Wales University Providence Harborside Campus, Massachusetts Avenue, Providence, Providence County, Rhode Island, 02905, United States",41.78823615,-71.39038710016683
Furman University,Greenville,SC,Interdenominational,62.63,46.45,56.04,56.759,"Furman University, Greenville, SC","Furman University, 3300, Poinsett Highway, North Village, Travelers Rest, Greenville County, South Carolina, 29613, United States",34.92577435,-82.4385258125221
Limestone University,Gaffney,SC,Interdenominational,42.19,42.11,47.21,44.184,"Limestone University, Gaffney, SC","Limestone College, Indian Hill Street, Dogwood Park, Gaffney, Cherokee County, South Carolina, 29340, United States",35.05532985,-81.64839226367576
Belmont University,Nashville,TN,Interdenominational,97.74,66.93,51.36,73.018,"Belmont University, Nashville, TN","Belmont University, 15th Avenue South, Nashville, Davidson County, Middle Tennessee, Tennessee, 37212, United States",36.13278325,-86.79265777214094
Bryan College-Dayton,Dayton,TN,Interdenominational,29.91,40.32,49.48,39.824,"Bryan College-Dayton, Dayton, TN","Bryan College, Old Washington Highway, Bryan Hill, Dayton, Rhea County, East Tennessee, Tennessee, 37321, United States",35.49789125,-84.99855097356965
LeTourneau University,Longview,TX,Interdenominational,55.65,43.64,45.03,48.999,"LeTourneau University, Longview, TX","LeTourneau University, 2100, South Mobberly Avenue, Longview, Gregg County, Texas, 75602, United States",32.46575895,-94.726444524352
Bennington College,Bennington,VT,Interdenominational,30.92,40.59,48.96,40.073,"Bennington College, Bennington, VT","Bennington College, Devil's Way, Paper Mill Village, Bennington, Bennington County, Vermont, 05257, United States",42.92044325,-73.23852531543986
Regent University,Virginia Beach,VA,Interdenominational,66.09,72.94,49.72,60.906,"Regent University, Virginia Beach, VA","Regent University, 1000, Regent University Drive, Homestead, Virginia Beach, Virginia, 23464, United States",36.79932065,-76.19440046772189
Randolph College,Lynchburg,VA,Interdenominational,44.71,39.24,47.09,44.57,"Randolph College, Lynchburg, VA","Randolph College, View Street, Riverside, Lynchburg, Virginia, 24503, United States",37.43933375,-79.17093485132823
Stanford University,Stanford,CA,Interdenominational,98.79,88.78,52.87,78.408,"Stanford University, Stanford, CA","Stanford University, 408, Panama Mall, Stanford, Santa Clara County, California, 94305, United States",37.43131385,-122.16936535498309
Beacon College,Leesburg,FL,Interdenominational,32.74,39.7,48.76,40.543,"Beacon College, Leesburg, FL","Beacon College Athletic Field, Leesburg, Lake County, Florida, United States",28.81243925,-81.87392600460183
Visible Music College,Memphis,TN,Interdenominational,25.66,38.9,47.45,37.028,"Visible Music College, Memphis, TN","Visible Music College, 200, Madison Avenue, Cotton Row Historic District, Lauderdale Courts, Memphis, Shelby County, West Tennessee, Tennessee, 38103, United States",35.144546,-90.04930292827464
Babson College,Wellesley,MA,Jewish,56.36,54.86,51.16,53.979,"Babson College, Wellesley, MA","Forest St. Post Office, Forest Street, Wellesley, Norfolk County, Massachusetts, 02457, United States",42.29914,-71.2622114
Bay Path University,Longmeadow,MA,Jewish,29.15,51.0,50.64,42.118,"Bay Path University, Longmeadow, MA","Bay Path University, 588, Longmeadow Street, Longmeadow, Hampden County, Massachusetts, 01106, United States",42.055796,-72.58419180850242
Yeshiva University,New York,NY,Jewish,49.56,56.63,48.96,50.732,"Yeshiva University, New York, NY","Yeshiva University, 2475, Amsterdam Avenue, Fort George, Manhattan, New York County, City of New York, New York, 10033, United States",40.84898065,-73.92984026052692
California Lutheran University,Thousand Oaks,CA,Lutheran,55.72,53.86,47.89,52.214,"California Lutheran University, Thousand Oaks, CA","California Lutheran University, Regals Way, Thousand Oaks, Ventura County, California, 91360, United States",34.22655655,-118.87852167930592
Concordia University-Irvine,Irvine,CA,Lutheran,41.37,57.89,49.52,47.933,"Concordia University-Irvine, Irvine, CA","Concordia University, Irvine, 1530, Concordia, Concordia East, Turtle Rock, Irvine, Orange County, California, 92612, United States",33.653932999999995,-117.81089996543902
Augustana College,Rock Island,IL,Lutheran,56.59,45.22,51.4,52.241,"Augustana College, Rock Island, IL","Augustana College, 32nd Street, Rock Island, Rock Island County, Illinois, 61201, United States",41.5015277,-90.550369870788
Concordia University-Chicago,River Forest,IL,Lutheran,36.84,61.64,48.8,46.583,"Concordia University-Chicago, River Forest, IL","Concordia University Chicago, 7400, Augusta Street, River Forest, Cook County, Illinois, 60305, United States",41.8993058,-87.80945756076432
Grand View University,Des Moines,IA,Lutheran,37.71,43.25,49.2,43.416,"Grand View University, Des Moines, IA","Grand View University, East 14th Street, Union Park, Des Moines, Polk County, Iowa, 50316, United States",41.61980315,-93.5988096106748
Luther College,Decorah,IA,Lutheran,33.47,41.57,55.72,43.995,"Luther College, Decorah, IA","Luther College, Highland Drive, Decorah, Winneshiek County, Iowa, 52101, United States",43.3169528,-91.79850254143064
Wartburg College,Waverly,IA,Lutheran,40.25,41.68,49.36,44.182,"Wartburg College, Waverly, IA","Wartburg College, 100, Wartburg Boulevard, Waverly, Bremer County, Iowa, 50677, United States",42.73114305,-92.48568382574044
Bethany College,Lindsborg,KS,Lutheran,29.22,38.71,48.29,38.75,"Bethany College, Lindsborg, KS","Bethany College, 335, East Swensson Street, Lindsborg, McPherson County, Kansas, 67456, United States",38.5810524,-97.67209728576788
Augsburg University,Minneapolis,MN,Lutheran,71.46,48.13,49.16,57.872,"Augsburg University, Minneapolis, MN","Augsburg University, South 21st Avenue, Phillips, Minneapolis, Hennepin County, Minnesota, 55455, United States",44.9662364,-93.24110466136236
Bethany Lutheran College,Mankato,MN,Lutheran,36.05,39.47,50.8,42.638,"Bethany Lutheran College, Mankato, MN","Bethany Lutheran College, 700, Luther Drive, Mankato, Blue Earth County, Minnesota, 56001, United States",44.16674125,-93.99104281930204
Concordia University-Saint Paul,Saint Paul,MN,Lutheran,48.25,67.22,51.95,53.521,"Concordia University-Saint Paul, Saint Paul, MN","Concordia University St. Paul, Carroll Avenue, Lexington - Hamline, Union Park, Saint Paul, Ramsey County, Minnesota, 55104, United States",44.9497767,-93.15731626748348
Gustavus Adolphus College,Saint Peter,MN,Lutheran,47.41,44.0,51.48,48.358,"Gustavus Adolphus College, Saint Peter, MN","Gustavus Adolphus College, West Locust Street, Saint Peter, Nicollet County, Minnesota, 56082, United States",44.3241873,-93.97146812490595
St Olaf College,Northfield,MN,Lutheran,78.73,46.89,51.71,61.552,"St Olaf College, Northfield, MN","St. Olaf College, 1520, Founders Drive, Northfield, Rice County, Minnesota, 55057, United States",44.4640025,-93.18717908824593
Concordia University-Nebraska,Seward,NE,Lutheran,43.49,46.57,51.2,47.192,"Concordia University-Nebraska, Seward, NE","Concordia University, Karol Kay Boulevard, Seward, Seward County, Nebraska, 68434, United States",40.9136406,-97.08751020355166
Midland University,Fremont,NE,Lutheran,39.7,43.57,48.8,44.116,"Midland University, Fremont, NE","Midland University, 900, North Clarkson Street, Fremont, Dodge County, Nebraska, 68025, United States",41.43827405,-96.48772006532069
Wagner College,Staten Island,NY,Lutheran,38.94,44.39,48.92,44.024,"Wagner College, Staten Island, NY","Wagner College, Grand Avenue, Sunnyside, Staten Island, Richmond County, City of New York, New York, 10301, United States",40.6147187,-74.09355867259515
Lenoir-Rhyne University,Hickory,NC,Lutheran,45.07,45.98,50.28,47.337,"Lenoir-Rhyne University, Hickory, NC","Lenoir-Rhyne University, 675, 7th Avenue Northeast, Claremont, Hickory, Catawba County, North Carolina, 28601, United States",35.74174755,-81.32675812958784
Capital University,Columbus,OH,Lutheran,34.09,46.65,50.2,43.048,"Capital University, Columbus, OH","Capital University, 1, Sheridan Park Court, Columbus, Franklin County, Ohio, 43209, United States",39.95543425,-82.9376326885703
Wittenberg University,Springfield,OH,Lutheran,36.35,41.02,48.32,42.075,"Wittenberg University, Springfield, OH","Wittenberg University, Sunnyside Place, Springfield, Clark County, Ohio, 45501, United States",39.9351075,-83.81305544869264
Gettysburg College,Gettysburg,PA,Lutheran,46.3,45.9,51.16,48.166,"Gettysburg College, Gettysburg, PA","Gettysburg College, South Reynolds Street, Gettysburg, Adams County, Pennsylvania, 17325, United States",39.8374688,-77.23964053600594
Muhlenberg College,Allentown,PA,Lutheran,36.13,44.24,50.52,43.511,"Muhlenberg College, Allentown, PA","Muhlenberg College, North Ruhr Street, West End, Allentown, Lehigh County, Pennsylvania, 18104, United States",40.59758265,-75.5104839064264
Susquehanna University,Selinsgrove,PA,Lutheran,46.14,45.66,50.48,47.781,"Susquehanna University, Selinsgrove, PA","Susquehanna University, 514, University Avenue, Dogtown, Selinsgrove, Snyder County, Pennsylvania, 17870, United States",40.79688725,-76.8750374280338
Thiel College,Greenville,PA,Lutheran,31.14,38.97,49.68,40.126,"Thiel College, Greenville, PA","Thiel College, Packard Avenue, Greenville, Mercer County, Pennsylvania, 16125, United States",41.41321855,-80.3857097541329
Newberry College,Newberry,SC,Lutheran,61.41,41.02,48.76,52.272,"Newberry College, Newberry, SC","Newberry College, Luther Street, Newberry, Newberry County, South Carolina, 29108, United States",34.2852622,-81.6216373558786
Augustana University,Sioux Falls,SD,Lutheran,45.9,47.41,50.12,47.891,"Augustana University, Sioux Falls, SD","Augustana University, 2001, South Summit Avenue, Sioux Falls, Sioux Falls Township, Minnehaha County, South Dakota, 57197, United States",43.5253341,-96.73875740832086
Concordia University Texas,Austin,TX,Lutheran,39.47,45.78,49.48,44.738,"Concordia University Texas, Austin, TX","Concordia University Texas, 11400, Concordia University Drive, Austin, Travis County, Texas, 78726, United States",30.4187934,-97.83847636586177
Roanoke College,Salem,VA,Lutheran,56.67,43.13,52.51,52.299,"Roanoke College, Salem, VA","Roanoke College - Elizabeth Campus, South Colorado Street, Burwell, Salem, Virginia, 24153, United States",37.29778755,-80.05499962542144
